#,Date_Time,Temp,"Batt, V (LGR S/N: 9940665, SEN S/N: 9940665)",Coupler Detached (LGR S/N: 9940665),Coupler Attached (LGR S/N: 9940665),Host Connected (LGR S/N: 9940665),Stopped (LGR S/N: 9940665),End Of File (LGR S/N: 9940665)
443,08/06/2014 19:08,18.985,3.6,,,,,
444,08/06/2014 19:38,19.08,3.6,,,,,
445,08/06/2014 20:08,18.913,3.6,,,,,
446,08/06/2014 20:38,18.913,3.6,,,,,
447,08/06/2014 21:08,18.818,3.6,,,,,
448,08/06/2014 21:38,18.699,3.6,,,,,
449,08/06/2014 22:08,18.58,3.6,,,,,
450,08/06/2014 22:38,18.461,3.6,,,,,
451,08/06/2014 23:08,18.343,3.6,,,,,
452,08/06/2014 23:38,18.247,3.6,,,,,
453,08/07/2014 00:08,18.176,3.6,,,,,
454,08/07/2014 00:38,18.057,3.6,,,,,
455,08/07/2014 01:08,17.891,3.6,,,,,
456,08/07/2014 01:38,17.772,3.57,,,,,
457,08/07/2014 02:08,17.701,3.57,,,,,
458,08/07/2014 02:38,17.582,3.57,,,,,
459,08/07/2014 03:08,17.463,3.57,,,,,
460,08/07/2014 03:38,17.391,3.57,,,,,
461,08/07/2014 04:08,17.272,3.57,,,,,
462,08/07/2014 04:38,17.201,3.57,,,,,
463,08/07/2014 05:08,17.13,3.57,,,,,
464,08/07/2014 05:38,17.034,3.57,,,,,
465,08/07/2014 06:08,16.963,3.57,,,,,
466,08/07/2014 06:38,16.868,3.57,,,,,
467,08/07/2014 07:08,16.796,3.57,,,,,
468,08/07/2014 07:38,16.701,3.57,,,,,
469,08/07/2014 08:08,16.654,3.57,,,,,
470,08/07/2014 08:38,16.654,3.57,,,,,
471,08/07/2014 09:08,16.582,3.57,,,,,
472,08/07/2014 09:38,16.582,3.57,,,,,
473,08/07/2014 10:08,16.558,3.57,,,,,
474,08/07/2014 10:38,16.82,3.57,,,,,
475,08/07/2014 11:08,16.963,3.57,,,,,
476,08/07/2014 11:38,17.058,3.57,,,,,
477,08/07/2014 12:08,17.177,3.57,,,,,
478,08/07/2014 12:38,17.391,3.57,,,,,
479,08/07/2014 13:08,17.558,3.57,,,,,
480,08/07/2014 13:38,18.01,3.6,,,,,
481,08/07/2014 14:08,17.867,3.6,,,,,
482,08/07/2014 14:38,17.962,3.6,,,,,
483,08/07/2014 15:08,18.176,3.6,,,,,
484,08/07/2014 15:38,18.366,3.6,,,,,
485,08/07/2014 16:08,18.414,3.6,,,,,
486,08/07/2014 16:38,18.319,3.6,,,,,
487,08/07/2014 17:08,18.224,3.6,,,,,
488,08/07/2014 17:38,18.033,3.6,,,,,
489,08/07/2014 18:08,18.01,3.6,,,,,
490,08/07/2014 18:38,18.033,3.6,,,,,
491,08/07/2014 19:08,18.033,3.6,,,,,
492,08/07/2014 19:38,17.915,3.6,,,,,
493,08/07/2014 20:08,17.819,3.6,,,,,
494,08/07/2014 20:38,17.748,3.57,,,,,
495,08/07/2014 21:08,17.653,3.57,,,,,
